State,County_Name,County_Website_URL,Health_Department_Name,Health_Department_Contact_Email,Health_Department_Contact_Phone,Program_Name,Program_Category,Program_Description,Target_Population,Eligibility_Requirements,Application_Process,Required_Documentation,Financial_Assistance_Available,Program_Website_URL,Last_Updated,Data_Collector_Name,Notes
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Fetal Infant Mortality Review (FIMR) Program,Tier 3 — Selective,Fetal Infant Mortality Review (FIMR) Program conducts retrospective reviews of fetal and infant deaths.,Indirectly benefits all pregnant women,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/cpsp/cpspproviders/providerlist.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health Program,Tier 3 — Selective,Program addressing the health disparities faced by Black/African American women and their infants.,Black/African American women of childbearing age; addresses 3-4x higher Black maternal and infant mortality rates.,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/BIH/BIH%20%20SUBCONTRACTOR%20CONTACT%20INFORMATION%202017.pdf,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Comprehensive Perinatal Services Program (CPSP),Tier 1 — Universal,"The Comprehensive Perinatal Services Program (CPSP) provides a wide range of culturally competent services to Medi-Cal pregnant women, from conception through 1 year postpartum.",Medi-Cal pregnant women,Medi-Cal eligibility,Not specified,Not specified,Yes,https://admin.publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_rev.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Parents as Teachers,Selective,"The program provides mandated follow-up and support services through public health nurses and social workers, including education about SIDS and referrals to community resources.","Families coping with infant loss, including both adults and children.",Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/sids/sids.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Nurse Family Partnership (NFP),Tier 3 — Selective,The Nurse-Family Partnership (NFP) Program is an evidence-based model program that helps young women take better care of themselves and their babies.,"High-risk, low-income pregnant youth/women living in poverty.",Not specified,Families are followed and supported using an intensive home visiting schedule until the child reaches the age of 2 years old.,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm#confidential,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Parents as Teachers (PAT),Tier 3 — Selective,Parents as Teachers (PAT) is a home-visiting program that provides parents and caregivers with information and support to help them become their child’s first and most important teacher.,Parents and caregivers of children from birth to age 5.,Not specified,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm#confidential,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Healthy Families America (HFA),Tier 3 — Selective,"Healthy Families America (HFA) is a nationally recognized, evidence-based home visiting program aimed at preventing child abuse and neglect by providing support to parents during the critical early years of their child's development.",Families with newborns up to 3 months.,Families are eligible to receive HFA services beginning prenatally or within three months of birth.,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm#confidential,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Project HOPE,UNMATCHED,"Project HOPE is a pilot program to support families experiencing homelessness, providing essential support during pregnancy and the early stages of childbearing.",Unhoused or unstable housing families.,Pregnant or parenting with children through age 4 and reside in LA county.,Complete the Confidential Referral Form and submit via email.,Confidential Referral Form,Unknown,http://publichealth.lacounty.gov/mch/homevisiting.htm#confidential,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Nurse Family Partnership (NFP),Tier 3 — Selective,The Nurse-Family Partnership (NFP) Program is an evidence-based model program that helps young women take better care of themselves and their babies.,"High-risk, low income pregnant youth/women living in poverty.",Not specified,Families are followed and supported using an intensive home visiting schedule until the child reaches the age of 2 years old.,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Parents as Teachers (PAT),Tier 3 — Selective,Parents as Teachers (PAT) is a home-visiting program that provides parents and caregivers with information and support to help them become their child’s first and most important teacher.,Parents and caregivers of children from birth to age 5.,Not specified,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Healthy Families America (HFA),Tier 3 — Selective,"Healthy Families America (HFA) is a nationally recognized, evidence-based home visiting program aimed at preventing child abuse and neglect by providing support to parents during the critical early years of their child's development.",Families with newborns up to 3 months.,Families are eligible to receive HFA services beginning prenatally or within three months of birth.,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Project HOPE,UNMATCHED,"Project HOPE is a pilot program to support families experiencing homelessness, providing essential support during pregnancy and the early stages of childbearing.",Families experiencing homelessness.,Unhoused or unstable housing & at least ONE of the following criteria need to be met: Pregnant or Parenting with children through age 4.,Complete the Confidential Referral Form and submit via email.,Confidential Referral Form,Unknown,http://publichealth.lacounty.gov/mch/homevisiting.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,CPSP Program Trainings,Selective,"The trainings include an overview of the CPSP program, along with an in-depth explanation on how to complete the LA County's protocols and assessment forms.",CPSP providers and their clients/patients,Not specified,Not specified,Not specified,Unknown,https://admin.publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_training.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health,Tier 3 — Selective,A program aimed at addressing the higher rates of infant mortality among Black/African American women.,Black/African American women of childbearing age,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_rev.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Nurse-Family Partnership,Tier 3 — Selective,"A program that provides home visiting services by registered nurses to first-time, low-income pregnant women.","First-time, low-income pregnant women",Enrolled by 28 weeks gestation,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_rev.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Fetal Infant Mortality Review,Tier 3 — Selective,A program that conducts retrospective reviews of fetal and infant deaths to improve health outcomes.,Indirectly benefits all pregnant women,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_rev.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Comprehensive Perinatal Services Program,UNMATCHED,A program providing comprehensive services for pregnant women to ensure healthy pregnancies and births.,Pregnant women,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_rev.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health,Tier 3 — Selective,A program aimed at addressing the higher rates of infant mortality among Black/African American women.,Black/African American women of childbearing age,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/choi/choi.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Fetal Infant Mortality Review (FIMR) Program,Tier 3 — Selective,A program that conducts retrospective reviews of fetal and infant deaths to improve maternal and infant health.,Not specified,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/choi/choi.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Nurse-Family Partnership (NFP),Tier 3 — Selective,"A program that provides home visiting services by registered nurses to first-time, low-income pregnant women.","First-time, low-income pregnant women enrolled by 28 weeks gestation",Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/choi/choi.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health Program,Tier 3 — Selective,The Black Infant Health Program (BIH) aims to reduce the high rate of infant mortality for African American families through culturally specific perinatal intervention.,Pregnant African American women 18 years of age and older living in the designated service areas.,Pregnant African American women 18 years of age and older living in the designated service areas.,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/BIH/bih.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,African American Infant and Maternal Mortality Prevention Initiative (AAIMM),Tier 3 — Selective,"The AAIMM Doula Program provides culturally competent, complimentary support to Black/African American pregnant residents of LA County.",Black/African American pregnant residents of LA County,Not specified,Click here to learn more,Not specified,Unknown,http://publichealth.lacounty.gov/mch/#main-content,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health,Tier 3 — Selective,Prenatal and postpartum services for black women 16 years or older to encourage healthy behaviors during pregnancy.,Black women 16 years or older,Not specified,Click here to learn more,Not specified,Unknown,http://publichealth.lacounty.gov/mch/#main-content,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Comprehensive Perinatal Services Program,Tier 2 — State-wide,Statewide comprehensive perinatal services program offering technical support and resources to LA County providers.,Pregnant women and providers in LA County,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/#main-content,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Home Visiting Programs,Tier 2 — State-wide,"From pregnancy through age 5, our FREE home visiting programs bring support right to you.",Pregnant women and families with children up to age 5,Not specified,Click here to learn more,Not specified,Unknown,http://publichealth.lacounty.gov/mch/#main-content,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health,Tier 3 — Selective,The Black Infant Health Program addresses the higher rates of infant mortality among Black/African American women.,Black/African American women of childbearing age,Not specified,Not specified,Not specified,Unknown,http://www.publichealth.lacounty.gov/mch/MCAH%20Data%20Resources/MCAH%20Data%20Resources.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Fetal Infant Mortality Review (FIMR) Program,Tier 3 — Selective,The Fetal and Infant Mortality Review Program conducts retrospective reviews of fetal and infant deaths.,Not specified,Not specified,Not specified,Not specified,Unknown,http://www.publichealth.lacounty.gov/mch/MCAH%20Data%20Resources/MCAH%20Data%20Resources.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Nurse-Family Partnership (NFP),Tier 3 — Selective,"The Nurse-Family Partnership program provides home visiting services by registered nurses to first-time, low-income pregnant women.","First-time, low-income pregnant women enrolled by 28 weeks gestation",Not specified,Not specified,Not specified,Unknown,http://www.publichealth.lacounty.gov/mch/MCAH%20Data%20Resources/MCAH%20Data%20Resources.htm,2026-03-16,Swindar,
