State,County_Name,County_Website_URL,Health_Department_Name,Health_Department_Contact_Email,Health_Department_Contact_Phone,Program_Name,Program_Category,Program_Description,Target_Population,Eligibility_Requirements,Application_Process,Required_Documentation,Financial_Assistance_Available,Program_Website_URL,Last_Updated,Data_Collector_Name,Notes
California,Glenn,https://www.countyofglenn.net/,Glenn County Health and Human Services Agency,Not found,Not found,WIC Program,Tier 1 — Universal,"Special Supplemental Nutrition Program for Women, Infants, and Children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children.",Not specified,Not specified,Not specified,Yes,https://wicprogram.us/contact?id=6078,2026-03-16,Swindar,
California,Glenn,https://www.countyofglenn.net/,Glenn County Health and Human Services Agency,Not found,Not found,"Special Supplemental Nutrition Program for Women, Infants, and Children",Universal,"The Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) is a federal assistance program designed to support low-income pregnant women, breastfeeding mothers, infants, and young children up to the age of five.","Low-income pregnant women, breastfeeding mothers, infants, and young children up to age five.",Not specified,Not specified,Not specified,Yes,https://wicprogram.us/resources,2026-03-16,Swindar,
California,Glenn,https://www.countyofglenn.net/,Glenn County Health and Human Services Agency,Not found,Not found,WIC,Tier 1 — Universal,WIC provides special checks for nutritious foods and nutrition assessment and education.,"Low-income pregnant, postpartum, and breastfeeding women; infants and children",Not specified,Not specified,Not specified,Yes,https://wicprogram.us/program/update?id=6078,2026-03-16,Swindar,
California,Glenn,https://www.countyofglenn.net/,Glenn County Health and Human Services Agency,Not found,Not found,WIC Program,Tier 1 — Universal,WIC is a program that provides supplemental foods for low-income breastfeeding or expectant women and their preschool children.,"Low-income pregnant, postpartum, and breastfeeding women; infants and children under 5 years.",Must meet low-income criteria and health assessment by a professional.,Contact your state agency to reserve an appointment.,Not specified,Yes,https://wicprogram.us/about,2026-03-16,Swindar,
California,Sutter,https://www.suttercounty.org/,Sutter County Human Services Department,Not found,(530) 822-7224,WIC,Tier 1 — Universal,"WIC is a federally-funded health and nutrition program for women, infants, and children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children under age five.","Participants must meet income guidelines and be pregnant women, new mothers, infants or children under age five.",Not specified,Not specified,Yes,https://wicprogram.us/wic-program-provider/sutter_county_human_services_department_wic_at_richland_migrant_center_yuba_city_ca,2026-03-16,Swindar,
California,Sutter,https://www.suttercounty.org/,Sutter County Human Services Department,Not found,(530) 822-7224,WIC,Tier 1 — Universal,"WIC is a federally-funded health and nutrition program for women, infants, and children.","Low-income pregnant, postpartum, and breastfeeding women; infants and children under age five.","Participants must meet income guidelines and be pregnant women, new mothers, infants or children under age five.",Not specified,Not specified,Yes,https://wicprogram.us/wic-program-provider/sutter_county_human_services_department_sutter_county_health_department_wic_yuba_city_ca,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,AAIMM Doula Program,Selective,The AAIMM Doula Program offers free doula support to Black/African American pregnant individuals to improve birth outcomes.,Black/African American pregnant individuals in Los Angeles County,"18 or older (or foster youth), pregnant person, self-identifying as Black/African American and live in Los Angeles County.",Contact program staff at the provided phone number or email.,Not specified,Yes,https://www.blackinfantsandfamilies.org/doulas,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health,Tier 3 — Selective,A program aimed at addressing the higher rates of infant mortality among Black/African American women.,Black/African American women of childbearing age,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/CAH/PYD/Youth Advisory Council-About.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Nurse-Family Partnership (NFP),Tier 3 — Selective,"A program providing home visiting services by registered nurses to first-time, low-income pregnant women.","First-time, low-income pregnant women",Enrolled by 28 weeks gestation,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/CAH/PYD/Youth Advisory Council-About.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Fetal Infant Mortality Review (FIMR) Program,Tier 3 — Selective,A program that conducts retrospective reviews of fetal and infant deaths to improve health outcomes.,Indirectly benefits all pregnant women,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/CAH/PYD/Youth Advisory Council-About.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Doula Program,UNMATCHED,The Doula Program provides support to pregnant individuals through trained doulas.,Pregnant individuals in Los Angeles County,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/AAIMM/aaimm-new.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Fatherhood Support,UNMATCHED,Fatherhood Support aims to engage and support fathers in the parenting process.,Fathers in Los Angeles County,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/AAIMM/aaimm-new.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Breast / Chestfeeding Support,UNMATCHED,Breast / Chestfeeding Support provides resources and assistance to new parents.,New parents in Los Angeles County,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/AAIMM/aaimm-new.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,The Village Fund,UNMATCHED,The Village Fund provides financial support to families in need.,Families in Los Angeles County,Not specified,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/AAIMM/aaimm-new.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Comprehensive Perinatal Services Program (CPSP),Tier 1 — Universal,"CPSP provides a wide range of culturally competent services to Medi-Cal pregnant women, from conception through 1 year postpartum.",Medi-Cal pregnant women,Medi-Cal eligibility,Patients enrolled in a managed care health plan should contact their plan for referral to a contracting physician.,Not specified,Yes,http://publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_rev.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Comprehensive Perinatal Services Program (CPSP),Tier 1 — Universal,"The Comprehensive Perinatal Services Program (CPSP) is an enhanced obstetrical program for Medi-Cal eligible pregnant women that includes health education, nutrition, and psychosocial assessments and interventions.",Medi-Cal eligible pregnant women,Must be Medi-Cal eligible,Not specified,Not specified,Yes,http://www.publichealth.lacounty.gov/mch/CPSP/cpspproviders/providerlist.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health,Tier 3 — Selective,The Black Infant Health Program addresses the higher rates of infant mortality among Black/African American women of childbearing age.,Black/African American women of childbearing age,Not specified,Not specified,Not specified,Unknown,http://www.publichealth.lacounty.gov/mch/CPSP/cpspproviders/providerlist.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Nurse-Family Partnership (NFP),Tier 3 — Selective,"Nurse-Family Partnership is a program that provides home visiting services to first-time, low-income pregnant women.","First-time, low-income pregnant women",Enrolled by 28 weeks gestation,Not specified,Not specified,Unknown,http://www.publichealth.lacounty.gov/mch/CPSP/cpspproviders/providerlist.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Fetal Infant Mortality Review (FIMR) Program,Tier 3 — Selective,The Fetal and Infant Mortality Review Program conducts retrospective reviews of fetal and infant deaths.,Not specified,Not specified,Not specified,Not specified,Unknown,http://www.publichealth.lacounty.gov/mch/CPSP/cpspproviders/providerlist.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,African American Infant and Maternal Mortality Prevention Initiative (AAIMM),Maternal Health,"Provides culturally competent, complimentary support to Black/African American pregnant residents of LA County.",Black/African American pregnant residents of LA County,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/#support,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health,Maternal Health,Prenatal and postpartum services for black women 16 years or older to encourage healthy behaviors during pregnancy.,Black women 16 years or older,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/#support,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Comprehensive Perinatal Services Program,Maternal Health,Statewide comprehensive perinatal services program offering technical support and resources to LA County providers.,Pregnant individuals and providers in LA County,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/#support,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Home Visiting Programs,Maternal Health,"From pregnancy through age 5, our FREE home visiting programs bring support right to you.",Pregnant individuals and families with children up to age 5,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/#support,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health Program,Tier 3 — Selective,Addresses the higher rates of infant mortality among Black/African American women.,Black/African American women of childbearing age,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/docs/black_infant_health_program-LA_county_subcontractors.pdf,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Comprehensive Perinatal Services Program (CPSP),Tier 1 — Universal,"The Comprehensive Perinatal Services Program (CPSP) is an enhanced obstetrical program for Medi-Cal eligible pregnant women that includes health education, nutrition, and psychosocial assessments and interventions.",Medi-Cal eligible pregnant women,Medi-Cal eligibility,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/cpsp/cpspproviders/providerlist.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health,Tier 3 — Selective,Black Infant Health (BIH) addresses the higher rates of infant mortality among Black/African American women.,Black/African American women of childbearing age,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/cpsp/cpspproviders/providerlist.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Nurse-Family Partnership (NFP),Tier 3 — Selective,"Nurse-Family Partnership (NFP) provides home visiting services by registered nurses to first-time, low-income pregnant women.","First-time, low-income pregnant women",Enrolled by 28 weeks gestation,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/cpsp/cpspproviders/providerlist.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Fetal Infant Mortality Review (FIMR) Program,Tier 3 — Selective,Fetal Infant Mortality Review (FIMR) Program conducts retrospective reviews of fetal and infant deaths.,Indirectly benefits all pregnant women,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/cpsp/cpspproviders/providerlist.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health Program,Tier 3 — Selective,Program addressing the health disparities faced by Black/African American women and their infants.,Black/African American women of childbearing age; addresses 3-4x higher Black maternal and infant mortality rates.,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/BIH/BIH%20%20SUBCONTRACTOR%20CONTACT%20INFORMATION%202017.pdf,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Comprehensive Perinatal Services Program (CPSP),Tier 1 — Universal,"The Comprehensive Perinatal Services Program (CPSP) provides a wide range of culturally competent services to Medi-Cal pregnant women, from conception through 1 year postpartum.",Medi-Cal pregnant women,Medi-Cal eligibility,Not specified,Not specified,Yes,https://admin.publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_rev.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Parents as Teachers,Selective,"The program provides mandated follow-up and support services through public health nurses and social workers, including education about SIDS and referrals to community resources.","Families coping with infant loss, including both adults and children.",Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/sids/sids.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Nurse Family Partnership (NFP),Tier 3 — Selective,The Nurse-Family Partnership (NFP) Program is an evidence-based model program that helps young women take better care of themselves and their babies.,"High-risk, low-income pregnant youth/women living in poverty.",Not specified,Families are followed and supported using an intensive home visiting schedule until the child reaches the age of 2 years old.,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm#confidential,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Parents as Teachers (PAT),Tier 3 — Selective,Parents as Teachers (PAT) is a home-visiting program that provides parents and caregivers with information and support to help them become their child’s first and most important teacher.,Parents and caregivers of children from birth to age 5.,Not specified,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm#confidential,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Healthy Families America (HFA),Tier 3 — Selective,"Healthy Families America (HFA) is a nationally recognized, evidence-based home visiting program aimed at preventing child abuse and neglect by providing support to parents during the critical early years of their child's development.",Families with newborns up to 3 months.,Families are eligible to receive HFA services beginning prenatally or within three months of birth.,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm#confidential,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Project HOPE,UNMATCHED,"Project HOPE is a pilot program to support families experiencing homelessness, providing essential support during pregnancy and the early stages of childbearing.",Unhoused or unstable housing families.,Pregnant or parenting with children through age 4 and reside in LA county.,Complete the Confidential Referral Form and submit via email.,Confidential Referral Form,Unknown,http://publichealth.lacounty.gov/mch/homevisiting.htm#confidential,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Nurse Family Partnership (NFP),Tier 3 — Selective,The Nurse-Family Partnership (NFP) Program is an evidence-based model program that helps young women take better care of themselves and their babies.,"High-risk, low income pregnant youth/women living in poverty.",Not specified,Families are followed and supported using an intensive home visiting schedule until the child reaches the age of 2 years old.,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Parents as Teachers (PAT),Tier 3 — Selective,Parents as Teachers (PAT) is a home-visiting program that provides parents and caregivers with information and support to help them become their child’s first and most important teacher.,Parents and caregivers of children from birth to age 5.,Not specified,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Healthy Families America (HFA),Tier 3 — Selective,"Healthy Families America (HFA) is a nationally recognized, evidence-based home visiting program aimed at preventing child abuse and neglect by providing support to parents during the critical early years of their child's development.",Families with newborns up to 3 months.,Families are eligible to receive HFA services beginning prenatally or within three months of birth.,Not specified,Not specified,Yes,http://publichealth.lacounty.gov/mch/homevisiting.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Project HOPE,UNMATCHED,"Project HOPE is a pilot program to support families experiencing homelessness, providing essential support during pregnancy and the early stages of childbearing.",Families experiencing homelessness.,Unhoused or unstable housing & at least ONE of the following criteria need to be met: Pregnant or Parenting with children through age 4.,Complete the Confidential Referral Form and submit via email.,Confidential Referral Form,Unknown,http://publichealth.lacounty.gov/mch/homevisiting.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,CPSP Program Trainings,Selective,"The trainings include an overview of the CPSP program, along with an in-depth explanation on how to complete the LA County's protocols and assessment forms.",CPSP providers and their clients/patients,Not specified,Not specified,Not specified,Unknown,https://admin.publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_training.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health,Tier 3 — Selective,A program aimed at addressing the higher rates of infant mortality among Black/African American women.,Black/African American women of childbearing age,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_rev.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Nurse-Family Partnership,Tier 3 — Selective,"A program that provides home visiting services by registered nurses to first-time, low-income pregnant women.","First-time, low-income pregnant women",Enrolled by 28 weeks gestation,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_rev.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Fetal Infant Mortality Review,Tier 3 — Selective,A program that conducts retrospective reviews of fetal and infant deaths to improve health outcomes.,Indirectly benefits all pregnant women,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_rev.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Comprehensive Perinatal Services Program,UNMATCHED,A program providing comprehensive services for pregnant women to ensure healthy pregnancies and births.,Pregnant women,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/cpsp/CPSPwebpages/cpsp_rev.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health,Tier 3 — Selective,A program aimed at addressing the higher rates of infant mortality among Black/African American women.,Black/African American women of childbearing age,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/choi/choi.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Fetal Infant Mortality Review (FIMR) Program,Tier 3 — Selective,A program that conducts retrospective reviews of fetal and infant deaths to improve maternal and infant health.,Not specified,Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/choi/choi.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Nurse-Family Partnership (NFP),Tier 3 — Selective,"A program that provides home visiting services by registered nurses to first-time, low-income pregnant women.","First-time, low-income pregnant women enrolled by 28 weeks gestation",Not specified,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/choi/choi.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health Program,Tier 3 — Selective,The Black Infant Health Program (BIH) aims to reduce the high rate of infant mortality for African American families through culturally specific perinatal intervention.,Pregnant African American women 18 years of age and older living in the designated service areas.,Pregnant African American women 18 years of age and older living in the designated service areas.,Not specified,Not specified,Unknown,http://publichealth.lacounty.gov/mch/BIH/bih.htm,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,African American Infant and Maternal Mortality Prevention Initiative (AAIMM),Tier 3 — Selective,"The AAIMM Doula Program provides culturally competent, complimentary support to Black/African American pregnant residents of LA County.",Black/African American pregnant residents of LA County,Not specified,Click here to learn more,Not specified,Unknown,http://publichealth.lacounty.gov/mch/#main-content,2026-03-16,Swindar,
California,Los Angeles,https://www.lacounty.gov/,Los Angeles County Department of Public Health,YouthAdvisoryCouncil@ph.lacounty.gov,(213) 639-6448,Black Infant Health,Tier 3 — Selective,Prenatal and postpartum services for black women 16 years or older to encourage healthy behaviors during pregnancy.,Black women 16 years or older,Not specified,Click here to learn more,Not specified,Unknown,http://publichealth.lacounty.gov/mch/#main-content,2026-03-16,Swindar,
